dist_code,date,sector,investment in cr,number_of_employees,district,month,quarter,fiscal_year
17_2,01-06-2019,Wood and Leather,1.1,50,Sangareddy,Jun,Q1,2019
21_2,01-06-2019,Agro based incl Cold Storages,0.855,21,Warangal,Jun,Q1,2019
17_2,01-06-2019,Plastic and Rubber,4.04,445,Sangareddy,Jun,Q1,2019
18_2,01-06-2019,Agro based incl Cold Storages,0.18,6,Kamareddy,Jun,Q1,2019
17_2,01-06-2019,R&D,159.191,904,Sangareddy,Jun,Q1,2019
17_3,01-06-2019,Agro based incl Cold Storages,0.25,3,Siddipet,Jun,Q1,2019
17_3,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.42,20,Siddipet,Jun,Q1,2019
20_1,01-06-2019,Wood and Leather,0.245,6,Karimnagar,Jun,Q1,2019
19_4,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6,Kumurambheem Asifabad,Jun,Q1,2019
14_2,01-06-2019,Plastic and Rubber,0.2885,8,Jogulamba Gadwal,Jun,Q1,2019
17_3,01-06-2019,Food Processing,0.75,12,Siddipet,Jun,Q1,2019
21_2,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.77,24,Warangal,Jun,Q1,2019
21_3,01-06-2019,Agro based incl Cold Storages,0.31,9,Jangoan,Jun,Q1,2019
21_3,01-06-2019,Beverages,0.11,7,Jangoan,Jun,Q1,2019
23_1,01-06-2019,Granite and Stone Crushing,0.8,10,Nalgonda,Jun,Q1,2019
23_1,01-06-2019,Food Processing,1.367,23,Nalgonda,Jun,Q1,2019
23_1,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.292,9,Nalgonda,Jun,Q1,2019
17_3,01-06-2019,Textiles,0.991,15,Siddipet,Jun,Q1,2019
14_2,01-06-2019,Food Processing,0.677,16,Jogulamba Gadwal,Jun,Q1,2019
18_2,01-06-2019,Engineering,0.25,4,Kamareddy,Jun,Q1,2019
17_2,01-06-2019,Paper and Printing,2.7,30,Sangareddy,Jun,Q1,2019
14_2,01-06-2019,Engineering,0.1385,8,Jogulamba Gadwal,Jun,Q1,2019
20_1,01-06-2019,Pharmaceuticals and Chemicals,0.2422,8,Karimnagar,Jun,Q1,2019
17_2,01-06-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.5,20,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,Engineering,11.768,683,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,Electrical and Electronic Products,15.3098,150,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,Food Processing,0.181,18,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",11.5417,66,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,Pharmaceuticals and Chemicals,1.09,122,Sangareddy,Jun,Q1,2019
17_2,01-06-2019,Beverages,0.94,100,Sangareddy,Jun,Q1,2019
15_1,01-07-2019,Beverages,5.91,47,Rangareddy,Jul,Q2,2019
20_1,01-07-2019,Paper and Printing,0.245,8,Karimnagar,Jul,Q2,2019
15_1,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",213.904,147,Rangareddy,Jul,Q2,2019
15_1,01-07-2019,Engineering,3.5,50,Rangareddy,Jul,Q2,2019
17_1,01-07-2019,Pharmaceuticals and Chemicals,0.05,0,Medak,Jul,Q2,2019
17_1,01-07-2019,Others,12.5,100,Medak,Jul,Q2,2019
21_2,01-07-2019,Textiles,26.6,560,Warangal,Jul,Q2,2019
21_2,01-07-2019,Plastic and Rubber,1.9,20,Warangal,Jul,Q2,2019
20_1,01-07-2019,Agro based incl Cold Storages,2.3985,41,Karimnagar,Jul,Q2,2019
20_1,01-07-2019,Beverages,0.3,12,Karimnagar,Jul,Q2,2019
20_1,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,6,Karimnagar,Jul,Q2,2019
20_2,01-07-2019,Agro based incl Cold Storages,0.27,7,Jagtial,Jul,Q2,2019
20_2,01-07-2019,Beverages,0.24,14,Jagtial,Jul,Q2,2019
21_2,01-07-2019,Food Processing,0.32,4,Warangal,Jul,Q2,2019
21_2,01-07-2019,Engineering,0.27,6,Warangal,Jul,Q2,2019
20_1,01-07-2019,Engineering,0.08,6,Karimnagar,Jul,Q2,2019
21_7,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Jayashankar Bhupalpally,Jul,Q2,2019
15_1,01-07-2019,Agro based incl Cold Storages,0.82,70,Rangareddy,Jul,Q2,2019
20_1,01-07-2019,Plastic and Rubber,0.2,10,Karimnagar,Jul,Q2,2019
20_1,01-07-2019,Pharmaceuticals and Chemicals,0.075,2,Karimnagar,Jul,Q2,2019
17_1,01-07-2019,Agro based incl Cold Storages,0.2482,4,Medak,Jul,Q2,2019
22_1,01-07-2019,Textiles,0.15,4,Khammam,Jul,Q2,2019
15_1,01-07-2019,Food Processing,0.24,20,Rangareddy,Jul,Q2,2019
15_1,01-07-2019,Granite and Stone Crushing,2.09,60,Rangareddy,Jul,Q2,2019
17_3,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.516,39,Siddipet,Jul,Q2,2019
22_1,01-07-2019,Others,238.33,70,Khammam,Jul,Q2,2019
22_1,01-07-2019,Granite and Stone Crushing,4.2474,62,Khammam,Jul,Q2,2019
15_1,01-07-2019,Others,13.0,530,Rangareddy,Jul,Q2,2019
15_1,01-07-2019,Plastic and Rubber,29.1296,58,Rangareddy,Jul,Q2,2019
22_1,01-07-2019,Food Processing,1.045,6,Khammam,Jul,Q2,2019
22_1,01-07-2019,Beverages,1.206,8,Khammam,Jul,Q2,2019
17_3,01-07-2019,Food Processing,98.3458,712,Siddipet,Jul,Q2,2019
22_1,01-07-2019,Agro based incl Cold Storages,1.265,22,Khammam,Jul,Q2,2019
17_3,01-07-2019,Others,3.13,25,Siddipet,Jul,Q2,2019
17_3,01-07-2019,Agro based incl Cold Storages,0.9835,21,Siddipet,Jul,Q2,2019
15_1,01-07-2019,"Real Estate,Industrial Parks and IT Buildings",975.0,25500,Rangareddy,Jul,Q2,2019
21_6,01-07-2019,Food Processing,1.1,6,Mulugu,Jul,Q2,2019
20_1,01-07-2019,Wood and Leather,0.24,8,Karimnagar,Jul,Q2,2019
15_1,01-07-2019,Wood and Leather,0.95,40,Rangareddy,Jul,Q2,2019
19_4,01-07-2019,Food Processing,0.9795,20,Kumurambheem Asifabad,Jul,Q2,2019
21_2,01-07-2019,Agro based incl Cold Storages,0.3225,4,Warangal,Jul,Q2,2019
18_1,01-07-2019,Agro based incl Cold Storages,0.05,4,Nizamabad,Jul,Q2,2019
20_2,01-07-2019,Engineering,0.05,2,Jagtial,Jul,Q2,2019
17_2,01-07-2019,Plastic and Rubber,11.123,130,Sangareddy,Jul,Q2,2019
21_3,01-07-2019,Agro based incl Cold Storages,0.866,9,Jangoan,Jul,Q2,2019
21_3,01-07-2019,Food Processing,0.8084,10,Jangoan,Jul,Q2,2019
17_2,01-07-2019,Pharmaceuticals and Chemicals,9.1,200,Sangareddy,Jul,Q2,2019
17_2,01-07-2019,Granite and Stone Crushing,13.1999,70,Sangareddy,Jul,Q2,2019
21_3,01-07-2019,Textiles,0.03,4,Jangoan,Jul,Q2,2019
19_3,01-07-2019,Food Processing,0.475,15,Mancherial,Jul,Q2,2019
20_3,01-07-2019,Wood and Leather,0.085,12,Rajanna Sircilla,Jul,Q2,2019
17_2,01-07-2019,Electrical and Electronic Products,7.9868,200,Sangareddy,Jul,Q2,2019
17_2,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,10,Sangareddy,Jul,Q2,2019
17_2,01-07-2019,Agro based incl Cold Storages,0.421,21,Sangareddy,Jul,Q2,2019
20_3,01-07-2019,Textiles,0.815,60,Rajanna Sircilla,Jul,Q2,2019
20_3,01-07-2019,Plastic and Rubber,0.25,12,Rajanna Sircilla,Jul,Q2,2019
20_3,01-07-2019,Pharmaceuticals and Chemicals,0.25,12,Rajanna Sircilla,Jul,Q2,2019
20_3,01-07-2019,Food Processing,2.9784,18,Rajanna Sircilla,Jul,Q2,2019
20_3,01-07-2019,Engineering,0.15,8,Rajanna Sircilla,Jul,Q2,2019
20_3,01-07-2019,Agro based incl Cold Storages,1.705,68,Rajanna Sircilla,Jul,Q2,2019
20_1,01-07-2019,Food Processing,0.4532,20,Karimnagar,Jul,Q2,2019
19_1,01-07-2019,Beverages,0.13,3,Adilabad,Jul,Q2,2019
17_2,01-07-2019,R&D,0.25,30,Sangareddy,Jul,Q2,2019
17_2,01-07-2019,Textiles,0.6307,14,Sangareddy,Jul,Q2,2019
18_2,01-07-2019,Wood and Leather,0.07,1,Kamareddy,Jul,Q2,2019
18_2,01-07-2019,Food Processing,7.0,30,Kamareddy,Jul,Q2,2019
18_1,01-07-2019,Beverages,0.1928,5,Nizamabad,Jul,Q2,2019
18_1,01-07-2019,Engineering,0.027,2,Nizamabad,Jul,Q2,2019
18_1,01-07-2019,Food Processing,0.515,14,Nizamabad,Jul,Q2,2019
18_1,01-07-2019,Plastic and Rubber,1.55,5,Nizamabad,Jul,Q2,2019
20_4,01-07-2019,Agro based incl Cold Storages,0.13,8,Peddapalli,Jul,Q2,2019
20_4,01-07-2019,Beverages,0.25,12,Peddapalli,Jul,Q2,2019
20_4,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.9708,29,Peddapalli,Jul,Q2,2019
20_4,01-07-2019,Granite and Stone Crushing,1.39,10,Peddapalli,Jul,Q2,2019
14_1,01-07-2019,R&D,135.0,150,Mahabubnagar,Jul,Q2,2019
23_1,01-07-2019,Pharmaceuticals and Chemicals,0.95,50,Nalgonda,Jul,Q2,2019
14_1,01-07-2019,Plastic and Rubber,0.6819,10,Mahabubnagar,Jul,Q2,2019
23_3,01-07-2019,Engineering,0.2,5,Yadadri Bhuvanagiri,Jul,Q2,2019
23_3,01-07-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",4.5,40,Yadadri Bhuvanagiri,Jul,Q2,2019
23_2,01-07-2019,Textiles,0.84,6,Suryapet,Jul,Q2,2019
23_2,01-07-2019,Food Processing,0.25,6,Suryapet,Jul,Q2,2019
23_2,01-07-2019,Engineering,0.4016,6,Suryapet,Jul,Q2,2019
23_2,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,9,Suryapet,Jul,Q2,2019
23_3,01-07-2019,Granite and Stone Crushing,0.0,13,Yadadri Bhuvanagiri,Jul,Q2,2019
18_2,01-07-2019,Agro based incl Cold Storages,0.1,6,Kamareddy,Jul,Q2,2019
18_2,01-07-2019,Engineering,0.02,3,Kamareddy,Jul,Q2,2019
14_1,01-07-2019,Agro based incl Cold Storages,0.0,10,Mahabubnagar,Jul,Q2,2019
23_1,01-07-2019,Food Processing,0.83,35,Nalgonda,Jul,Q2,2019
17_2,01-07-2019,Engineering,3.5861,388,Sangareddy,Jul,Q2,2019
19_1,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.73,10,Adilabad,Jul,Q2,2019
15_2,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.7297,52,Medchal_Malkajgiri,Jul,Q2,2019
21_5,01-07-2019,Beverages,0.11,2,Mahabubabad,Jul,Q2,2019
21_5,01-07-2019,Food Processing,0.5384,20,Mahabubabad,Jul,Q2,2019
15_2,01-07-2019,Beverages,0.2,8,Medchal_Malkajgiri,Jul,Q2,2019
15_2,01-07-2019,Agro based incl Cold Storages,1.58,5,Medchal_Malkajgiri,Jul,Q2,2019
14_4,01-07-2019,Beverages,0.12,800,Wanaparthy,Jul,Q2,2019
15_2,01-07-2019,Electrical and Electronic Products,0.59,15,Medchal_Malkajgiri,Jul,Q2,2019
23_1,01-07-2019,Agro based incl Cold Storages,3.0252,30,Nalgonda,Jul,Q2,2019
22_2,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.26,20,Bhadradri Kothagudem,Jul,Q2,2019
20_2,01-07-2019,Paper and Printing,0.25,12,Jagtial,Jul,Q2,2019
20_2,01-07-2019,Granite and Stone Crushing,0.22,6,Jagtial,Jul,Q2,2019
19_3,01-07-2019,Beverages,0.12,4,Mancherial,Jul,Q2,2019
20_2,01-07-2019,Food Processing,0.19,4,Jagtial,Jul,Q2,2019
19_3,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5,Mancherial,Jul,Q2,2019
22_2,01-07-2019,Food Processing,0.03,2,Bhadradri Kothagudem,Jul,Q2,2019
15_2,01-07-2019,Engineering,27.7314,324,Medchal_Malkajgiri,Jul,Q2,2019
20_1,01-07-2019,Granite and Stone Crushing,4.8554,87,Karimnagar,Jul,Q2,2019
15_2,01-07-2019,Paper and Printing,0.875,19,Medchal_Malkajgiri,Jul,Q2,2019
15_2,01-07-2019,Textiles,0.4625,10,Medchal_Malkajgiri,Jul,Q2,2019
14_3,01-07-2019,Food Processing,0.24,12,Nagarkurnool,Jul,Q2,2019
15_2,01-07-2019,R&D,96.0116,172,Medchal_Malkajgiri,Jul,Q2,2019
15_2,01-07-2019,Plastic and Rubber,117.3126,215,Medchal_Malkajgiri,Jul,Q2,2019
19_2,01-07-2019,Engineering,0.0,5,Nirmal,Jul,Q2,2019
19_2,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,8,Nirmal,Jul,Q2,2019
15_2,01-07-2019,Food Processing,14.55,80,Medchal_Malkajgiri,Jul,Q2,2019
19_1,01-07-2019,Food Processing,0.036,0,Adilabad,Jul,Q2,2019
15_2,01-07-2019,Pharmaceuticals and Chemicals,196.556,476,Medchal_Malkajgiri,Jul,Q2,2019
15_2,01-07-2019,Solar and Other Renewable Energy,1.66,18,Medchal_Malkajgiri,Jul,Q2,2019
22_1,01-08-2019,Pharmaceuticals and Chemicals,0.15,2,Khammam,Aug,Q2,2019
21_2,01-08-2019,Engineering,0.0823,10,Warangal,Aug,Q2,2019
15_2,01-08-2019,Engineering,15.4245,761,Medchal_Malkajgiri,Aug,Q2,2019
21_2,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,0,Warangal,Aug,Q2,2019
22_1,01-08-2019,Wood and Leather,0.09,4,Khammam,Aug,Q2,2019
15_2,01-08-2019,Electrical and Electronic Products,5.3462,35,Medchal_Malkajgiri,Aug,Q2,2019
21_2,01-08-2019,Granite and Stone Crushing,2.9655,19,Warangal,Aug,Q2,2019
21_2,01-08-2019,Textiles,1.9,40,Warangal,Aug,Q2,2019
21_2,01-08-2019,Food Processing,1.485,14,Warangal,Aug,Q2,2019
15_2,01-08-2019,Paper and Printing,12.79,70,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,Granite and Stone Crushing,5.0,20,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,34,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,Pharmaceuticals and Chemicals,15.05,105,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,Plastic and Rubber,8.6432,47,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,R&D,4.02,90,Medchal_Malkajgiri,Aug,Q2,2019
17_1,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,12,Medak,Aug,Q2,2019
17_1,01-08-2019,Food Processing,4.9,50,Medak,Aug,Q2,2019
17_1,01-08-2019,Plastic and Rubber,11.5859,280,Medak,Aug,Q2,2019
15_2,01-08-2019,Wood and Leather,3.3836,143,Medchal_Malkajgiri,Aug,Q2,2019
20_2,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.317,17,Jagtial,Aug,Q2,2019
20_2,01-08-2019,Engineering,0.02,2,Jagtial,Aug,Q2,2019
20_2,01-08-2019,Food Processing,8.5172,75,Jagtial,Aug,Q2,2019
20_2,01-08-2019,Granite and Stone Crushing,0.07,2,Jagtial,Aug,Q2,2019
15_2,01-08-2019,Food Processing,0.57,30,Medchal_Malkajgiri,Aug,Q2,2019
15_2,01-08-2019,Agro based incl Cold Storages,20.1125,15,Medchal_Malkajgiri,Aug,Q2,2019
20_3,01-08-2019,Pharmaceuticals and Chemicals,0.25,12,Rajanna Sircilla,Aug,Q2,2019
20_4,01-08-2019,Agro based incl Cold Storages,0.19,4,Peddapalli,Aug,Q2,2019
21_6,01-08-2019,Engineering,0.12,6,Mulugu,Aug,Q2,2019
16_1,01-08-2019,Engineering,0.25,44,Hyderabad,Aug,Q2,2019
21_6,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,14,Mulugu,Aug,Q2,2019
21_5,01-08-2019,Agro based incl Cold Storages,0.07,5,Mahabubabad,Aug,Q2,2019
21_5,01-08-2019,Textiles,0.017,4,Mahabubabad,Aug,Q2,2019
21_5,01-08-2019,Wood and Leather,0.035,5,Mahabubabad,Aug,Q2,2019
15_3,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,Vikarabad,Aug,Q2,2019
15_3,01-08-2019,Food Processing,0.0515,5,Vikarabad,Aug,Q2,2019
22_1,01-08-2019,Agro based incl Cold Storages,5.1464,62,Khammam,Aug,Q2,2019
22_1,01-08-2019,Food Processing,0.45,20,Khammam,Aug,Q2,2019
22_1,01-08-2019,Granite and Stone Crushing,3.5702,78,Khammam,Aug,Q2,2019
15_3,01-08-2019,Granite and Stone Crushing,0.17,5,Vikarabad,Aug,Q2,2019
15_3,01-08-2019,Solar and Other Renewable Energy,0.2683,10,Vikarabad,Aug,Q2,2019
21_3,01-08-2019,Paper and Printing,0.15,6,Jangoan,Aug,Q2,2019
21_3,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,Jangoan,Aug,Q2,2019
21_3,01-08-2019,Agro based incl Cold Storages,0.88,28,Jangoan,Aug,Q2,2019
20_3,01-08-2019,Agro based incl Cold Storages,0.75,42,Rajanna Sircilla,Aug,Q2,2019
20_3,01-08-2019,Food Processing,0.1075,15,Rajanna Sircilla,Aug,Q2,2019
20_3,01-08-2019,Textiles,0.25,15,Rajanna Sircilla,Aug,Q2,2019
21_2,01-08-2019,Agro based incl Cold Storages,0.25,13,Warangal,Aug,Q2,2019
20_2,01-08-2019,Agro based incl Cold Storages,0.246,7,Jagtial,Aug,Q2,2019
20_2,01-08-2019,Beverages,0.22,7,Jagtial,Aug,Q2,2019
20_3,01-08-2019,Granite and Stone Crushing,0.24,12,Rajanna Sircilla,Aug,Q2,2019
21_2,01-08-2019,Beverages,0.02,2,Warangal,Aug,Q2,2019
21_3,01-08-2019,Beverages,0.04,2,Jangoan,Aug,Q2,2019
20_1,01-08-2019,Granite and Stone Crushing,5.9,47,Karimnagar,Aug,Q2,2019
23_1,01-08-2019,Plastic and Rubber,1.9104,12,Nalgonda,Aug,Q2,2019
23_3,01-08-2019,Solar and Other Renewable Energy,15.0,50,Yadadri Bhuvanagiri,Aug,Q2,2019
15_1,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Agro based incl Cold Storages,0.7125,20,Rangareddy,Aug,Q2,2019
14_1,01-08-2019,Granite and Stone Crushing,0.01,15,Mahabubnagar,Aug,Q2,2019
23_3,01-08-2019,Pharmaceuticals and Chemicals,0.1925,5,Yadadri Bhuvanagiri,Aug,Q2,2019
23_3,01-08-2019,Food Processing,0.15,12,Yadadri Bhuvanagiri,Aug,Q2,2019
23_3,01-08-2019,Agro based incl Cold Storages,3.45,25,Yadadri Bhuvanagiri,Aug,Q2,2019
19_1,01-08-2019,Pharmaceuticals and Chemicals,0.06,5,Adilabad,Aug,Q2,2019
19_1,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.37,10,Adilabad,Aug,Q2,2019
14_3,01-08-2019,Food Processing,0.8675,18,Nagarkurnool,Aug,Q2,2019
22_2,01-08-2019,Granite and Stone Crushing,2.3,0,Bhadradri Kothagudem,Aug,Q2,2019
23_2,01-08-2019,Food Processing,0.255,3,Suryapet,Aug,Q2,2019
23_2,01-08-2019,Granite and Stone Crushing,0.25,20,Suryapet,Aug,Q2,2019
23_2,01-08-2019,Pharmaceuticals and Chemicals,0.15,50,Suryapet,Aug,Q2,2019
23_2,01-08-2019,Thermal Power Plant,87.0,9,Suryapet,Aug,Q2,2019
18_2,01-08-2019,Paper and Printing,0.1,10,Kamareddy,Aug,Q2,2019
17_2,01-08-2019,Textiles,0.6307,14,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Plastic and Rubber,0.9509,75,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Pharmaceuticals and Chemicals,42.8596,447,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Others,119.261,312,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Granite and Stone Crushing,5.5,10,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Food Processing,0.0,50,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,20,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,Engineering,1.45,90,Sangareddy,Aug,Q2,2019
17_2,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,10,Sangareddy,Aug,Q2,2019
19_3,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.48,30,Mancherial,Aug,Q2,2019
19_3,01-08-2019,Engineering,0.09,5,Mancherial,Aug,Q2,2019
15_1,01-08-2019,Engineering,7.3156,308,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Food Processing,0.24,10,Rangareddy,Aug,Q2,2019
19_1,01-08-2019,Textiles,2.2,20,Adilabad,Aug,Q2,2019
23_1,01-08-2019,Engineering,2.4964,9,Nalgonda,Aug,Q2,2019
17_3,01-08-2019,Pharmaceuticals and Chemicals,69.1998,132,Siddipet,Aug,Q2,2019
17_3,01-08-2019,Food Processing,1.21,9,Siddipet,Aug,Q2,2019
18_1,01-08-2019,Beverages,0.02,2,Nizamabad,Aug,Q2,2019
20_1,01-08-2019,Textiles,0.1,6,Karimnagar,Aug,Q2,2019
20_1,01-08-2019,Paper and Printing,0.25,15,Karimnagar,Aug,Q2,2019
18_1,01-08-2019,Engineering,0.29,14,Nizamabad,Aug,Q2,2019
20_1,01-08-2019,Food Processing,1.2787,12,Karimnagar,Aug,Q2,2019
23_1,01-08-2019,Agro based incl Cold Storages,1.125,16,Nalgonda,Aug,Q2,2019
20_1,01-08-2019,Agro based incl Cold Storages,1.2335,39,Karimnagar,Aug,Q2,2019
19_2,01-08-2019,Engineering,0.0,7,Nirmal,Aug,Q2,2019
18_1,01-08-2019,Food Processing,4.3438,14,Nizamabad,Aug,Q2,2019
18_1,01-08-2019,Granite and Stone Crushing,0.18,4,Nizamabad,Aug,Q2,2019
20_1,01-08-2019,Engineering,0.13,3,Karimnagar,Aug,Q2,2019
15_1,01-08-2019,"Real Estate,Industrial Parks and IT Buildings",490.6,15000,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Others,0.25,20,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Pharmaceuticals and Chemicals,150.0,100,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Plastic and Rubber,2.8819,24,Rangareddy,Aug,Q2,2019
15_1,01-08-2019,Wood and Leather,0.25,10,Rangareddy,Aug,Q2,2019
18_1,01-08-2019,Wood and Leather,0.24,5,Nizamabad,Aug,Q2,2019
19_2,01-08-2019,Food Processing,0.0,3,Nirmal,Aug,Q2,2019
15_1,01-09-2019,Textiles,644.75,390,Rangareddy,Sep,Q2,2019
15_1,01-09-2019,Wood and Leather,0.94,72,Rangareddy,Sep,Q2,2019
20_4,01-09-2019,Engineering,0.5,8,Peddapalli,Sep,Q2,2019
18_1,01-09-2019,Agro based incl Cold Storages,0.39,2,Nizamabad,Sep,Q2,2019
15_1,01-09-2019,Pharmaceuticals and Chemicals,0.9,60,Rangareddy,Sep,Q2,2019
15_1,01-09-2019,Paper and Printing,3.0,50,Rangareddy,Sep,Q2,2019
17_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.8505,13,Sangareddy,Sep,Q2,2019
22_2,01-09-2019,Paper and Printing,4.5719,45,Bhadradri Kothagudem,Sep,Q2,2019
15_1,01-09-2019,"Real Estate,Industrial Parks and IT Buildings",210.296,16155,Rangareddy,Sep,Q2,2019
18_2,01-09-2019,Food Processing,1.9814,34,Kamareddy,Sep,Q2,2019
19_1,01-09-2019,Beverages,0.195,3,Adilabad,Sep,Q2,2019
21_3,01-09-2019,Beverages,1.83,15,Jangoan,Sep,Q2,2019
19_2,01-09-2019,Agro based incl Cold Storages,0.08,3,Nirmal,Sep,Q2,2019
19_2,01-09-2019,Beverages,0.0,3,Nirmal,Sep,Q2,2019
19_2,01-09-2019,Food Processing,0.0,2,Nirmal,Sep,Q2,2019
21_3,01-09-2019,Food Processing,0.07,4,Jangoan,Sep,Q2,2019
21_3,01-09-2019,Textiles,0.37,50,Jangoan,Sep,Q2,2019
17_2,01-09-2019,Engineering,2.192,0,Sangareddy,Sep,Q2,2019
17_2,01-09-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.0,50,Sangareddy,Sep,Q2,2019
14_1,01-09-2019,Wood and Leather,0.31,60,Mahabubnagar,Sep,Q2,2019
14_1,01-09-2019,R&D,190.0581,1650,Mahabubnagar,Sep,Q2,2019
14_1,01-09-2019,Pharmaceuticals and Chemicals,770.97,0,Mahabubnagar,Sep,Q2,2019
14_1,01-09-2019,Paper and Printing,0.8,2,Mahabubnagar,Sep,Q2,2019
14_1,01-09-2019,Granite and Stone Crushing,1.0,30,Mahabubnagar,Sep,Q2,2019
21_3,01-09-2019,Agro based incl Cold Storages,0.3,11,Jangoan,Sep,Q2,2019
15_1,01-09-2019,Granite and Stone Crushing,1.0,15,Rangareddy,Sep,Q2,2019
15_1,01-09-2019,Engineering,7.5034,57,Rangareddy,Sep,Q2,2019
14_3,01-09-2019,Others,0.24,20,Nagarkurnool,Sep,Q2,2019
18_2,01-09-2019,Agro based incl Cold Storages,0.27,6,Kamareddy,Sep,Q2,2019
20_2,01-09-2019,Engineering,0.061,4,Jagtial,Sep,Q2,2019
20_2,01-09-2019,Beverages,0.2408,10,Jagtial,Sep,Q2,2019
20_2,01-09-2019,Agro based incl Cold Storages,1.0,25,Jagtial,Sep,Q2,2019
22_2,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,33,Bhadradri Kothagudem,Sep,Q2,2019
20_4,01-09-2019,Food Processing,0.9,117,Peddapalli,Sep,Q2,2019
20_4,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4,Peddapalli,Sep,Q2,2019
15_2,01-09-2019,Electrical and Electronic Products,4.6,0,Medchal_Malkajgiri,Sep,Q2,2019
15_2,01-09-2019,Engineering,28.6906,325,Medchal_Malkajgiri,Sep,Q2,2019
15_2,01-09-2019,Food Processing,44.6761,99,Medchal_Malkajgiri,Sep,Q2,2019
15_2,01-09-2019,Granite and Stone Crushing,6.8,5,Medchal_Malkajgiri,Sep,Q2,2019
15_2,01-09-2019,Paper and Printing,1.0888,28,Medchal_Malkajgiri,Sep,Q2,2019
15_1,01-09-2019,Food Processing,0.48,100,Rangareddy,Sep,Q2,2019
15_2,01-09-2019,Pharmaceuticals and Chemicals,31.5244,840,Medchal_Malkajgiri,Sep,Q2,2019
15_2,01-09-2019,R&D,7.1,60,Medchal_Malkajgiri,Sep,Q2,2019
