dist_code,date,sector,investment in cr,number_of_employees,district,month,quarter,fiscal_year
21_5,01-10-2019,Textiles,0.032,10,Mahabubabad,Oct,Q3,2019
21_5,01-10-2019,Food Processing,4.016,55,Mahabubabad,Oct,Q3,2019
21_5,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.062,18,Mahabubabad,Oct,Q3,2019
22_1,01-11-2019,Agro based incl Cold Storages,1.1405,15,Khammam,Nov,Q3,2019
22_1,01-11-2019,Food Processing,0.9375,36,Khammam,Nov,Q3,2019
22_1,01-11-2019,Granite and Stone Crushing,1.072,62,Khammam,Nov,Q3,2019
18_1,01-11-2019,Food Processing,0.26,9,Nizamabad,Nov,Q3,2019
18_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10,Nizamabad,Nov,Q3,2019
23_2,01-11-2019,Granite and Stone Crushing,0.5,18,Suryapet,Nov,Q3,2019
17_1,01-11-2019,Plastic and Rubber,0.24,50,Medak,Nov,Q3,2019
22_1,01-11-2019,Pharmaceuticals and Chemicals,3.6,45,Khammam,Nov,Q3,2019
22_1,01-11-2019,Engineering,0.187,10,Khammam,Nov,Q3,2019
18_1,01-11-2019,Wood and Leather,0.02,2,Nizamabad,Nov,Q3,2019
17_1,01-11-2019,Pharmaceuticals and Chemicals,0.25,5,Medak,Nov,Q3,2019
17_1,01-11-2019,Granite and Stone Crushing,0.078,85,Medak,Nov,Q3,2019
22_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.04,8,Khammam,Nov,Q3,2019
18_1,01-11-2019,Beverages,0.15,3,Nizamabad,Nov,Q3,2019
17_1,01-11-2019,Food Processing,1.5,15,Medak,Nov,Q3,2019
20_1,01-11-2019,Granite and Stone Crushing,1.23,40,Karimnagar,Nov,Q3,2019
18_1,01-11-2019,Agro based incl Cold Storages,0.21,6,Nizamabad,Nov,Q3,2019
17_2,01-11-2019,Others,0.31,9,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,Paper and Printing,14.6985,20,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,Pharmaceuticals and Chemicals,13.4,899,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,Plastic and Rubber,8.7384,50,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,R&D,2.421,35,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,Textiles,0.25,8,Sangareddy,Nov,Q3,2019
19_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,8,Kumurambheem Asifabad,Nov,Q3,2019
21_2,01-11-2019,Textiles,3.8,80,Warangal,Nov,Q3,2019
21_2,01-11-2019,Granite and Stone Crushing,1.07,38,Warangal,Nov,Q3,2019
21_2,01-11-2019,Engineering,0.2,0,Warangal,Nov,Q3,2019
21_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,Warangal,Nov,Q3,2019
21_2,01-11-2019,Beverages,0.04,4,Warangal,Nov,Q3,2019
21_2,01-11-2019,Agro based incl Cold Storages,0.6075,22,Warangal,Nov,Q3,2019
19_4,01-11-2019,Engineering,0.22,8,Kumurambheem Asifabad,Nov,Q3,2019
19_4,01-11-2019,Food Processing,0.1,18,Kumurambheem Asifabad,Nov,Q3,2019
17_2,01-11-2019,Food Processing,4.031,65,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.12,8,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,Engineering,4.0784,56,Sangareddy,Nov,Q3,2019
17_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.25,50,Sangareddy,Nov,Q3,2019
20_1,01-11-2019,Pharmaceuticals and Chemicals,0.2,2,Karimnagar,Nov,Q3,2019
20_1,01-11-2019,Paper and Printing,0.25,8,Karimnagar,Nov,Q3,2019
14_1,01-11-2019,Textiles,0.3695,4,Mahabubnagar,Nov,Q3,2019
14_1,01-11-2019,Plastic and Rubber,2.556,38,Mahabubnagar,Nov,Q3,2019
14_1,01-11-2019,Pharmaceuticals and Chemicals,45.0,450,Mahabubnagar,Nov,Q3,2019
14_1,01-11-2019,Paper and Printing,0.5145,50,Mahabubnagar,Nov,Q3,2019
14_1,01-11-2019,Others,0.6811,10,Mahabubnagar,Nov,Q3,2019
15_3,01-11-2019,Food Processing,0.046,0,Vikarabad,Nov,Q3,2019
14_1,01-11-2019,Granite and Stone Crushing,4.25,50,Mahabubnagar,Nov,Q3,2019
14_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8,Mahabubnagar,Nov,Q3,2019
20_1,01-11-2019,Food Processing,0.4857,23,Karimnagar,Nov,Q3,2019
20_1,01-11-2019,Engineering,1.1575,15,Karimnagar,Nov,Q3,2019
20_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,24,Karimnagar,Nov,Q3,2019
20_1,01-11-2019,Beverages,0.25,10,Karimnagar,Nov,Q3,2019
20_1,01-11-2019,Agro based incl Cold Storages,1.3528,25,Karimnagar,Nov,Q3,2019
17_2,01-11-2019,Agro based incl Cold Storages,5.7496,12,Sangareddy,Nov,Q3,2019
14_1,01-11-2019,Food Processing,65.0591,96,Mahabubnagar,Nov,Q3,2019
17_1,01-11-2019,Wood and Leather,4.001,30,Medak,Nov,Q3,2019
19_1,01-11-2019,Beverages,0.13,3,Adilabad,Nov,Q3,2019
19_3,01-11-2019,Engineering,0.13,2,Mancherial,Nov,Q3,2019
15_2,01-11-2019,Others,35.598,20,Medchal_Malkajgiri,Nov,Q3,2019
21_3,01-11-2019,Food Processing,0.055,5,Jangoan,Nov,Q3,2019
21_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2744,17,Jangoan,Nov,Q3,2019
21_3,01-11-2019,Beverages,0.05,2,Jangoan,Nov,Q3,2019
21_3,01-11-2019,Agro based incl Cold Storages,0.4738,15,Jangoan,Nov,Q3,2019
15_2,01-11-2019,Granite and Stone Crushing,0.25,9,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,Paper and Printing,0.5371,25,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,Food Processing,5.2268,41,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,Electrical and Electronic Products,8.1911,65,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,Agro based incl Cold Storages,2.0523,18,Medchal_Malkajgiri,Nov,Q3,2019
20_4,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,8,Peddapalli,Nov,Q3,2019
23_2,01-11-2019,Food Processing,0.15,5,Suryapet,Nov,Q3,2019
20_4,01-11-2019,Beverages,0.05,2,Peddapalli,Nov,Q3,2019
14_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.6,15,Nagarkurnool,Nov,Q3,2019
15_2,01-11-2019,Engineering,25.3714,354,Medchal_Malkajgiri,Nov,Q3,2019
14_3,01-11-2019,Plastic and Rubber,3.0,10,Nagarkurnool,Nov,Q3,2019
15_2,01-11-2019,Pharmaceuticals and Chemicals,59.5908,228,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,R&D,2.7535,50,Medchal_Malkajgiri,Nov,Q3,2019
19_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5,Adilabad,Nov,Q3,2019
17_3,01-11-2019,Wood and Leather,0.12,12,Siddipet,Nov,Q3,2019
15_2,01-11-2019,Textiles,0.24,105,Medchal_Malkajgiri,Nov,Q3,2019
15_2,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",66.9072,1365,Medchal_Malkajgiri,Nov,Q3,2019
17_3,01-11-2019,Textiles,0.19,12,Siddipet,Nov,Q3,2019
17_3,01-11-2019,Pharmaceuticals and Chemicals,0.2,9,Siddipet,Nov,Q3,2019
15_2,01-11-2019,Plastic and Rubber,2.425,50,Medchal_Malkajgiri,Nov,Q3,2019
15_1,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Rangareddy,Nov,Q3,2019
15_1,01-11-2019,Engineering,2.2246,24,Rangareddy,Nov,Q3,2019
15_1,01-11-2019,Food Processing,4.201,50,Rangareddy,Nov,Q3,2019
15_1,01-11-2019,Granite and Stone Crushing,0.25,10,Rangareddy,Nov,Q3,2019
15_1,01-11-2019,R&D,0.5,5,Rangareddy,Nov,Q3,2019
15_1,01-11-2019,"Real Estate,Industrial Parks and IT Buildings",145.1785,10200,Rangareddy,Nov,Q3,2019
17_3,01-11-2019,Engineering,1.93,25,Siddipet,Nov,Q3,2019
20_4,01-11-2019,Food Processing,0.465,43,Peddapalli,Nov,Q3,2019
18_2,01-11-2019,Paper and Printing,0.1325,4,Kamareddy,Nov,Q3,2019
18_2,01-11-2019,Textiles,0.1,8,Kamareddy,Nov,Q3,2019
18_2,01-11-2019,Agro based incl Cold Storages,0.36,14,Kamareddy,Nov,Q3,2019
22_2,01-11-2019,Agro based incl Cold Storages,0.27,9,Bhadradri Kothagudem,Nov,Q3,2019
23_3,01-11-2019,Food Processing,0.15,45,Yadadri Bhuvanagiri,Nov,Q3,2019
18_2,01-11-2019,Food Processing,3.036,20,Kamareddy,Nov,Q3,2019
23_3,01-11-2019,Others,0.15,16,Yadadri Bhuvanagiri,Nov,Q3,2019
20_3,01-11-2019,Agro based incl Cold Storages,0.729,39,Rajanna Sircilla,Nov,Q3,2019
20_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,12,Rajanna Sircilla,Nov,Q3,2019
22_2,01-11-2019,Beverages,0.23,5,Bhadradri Kothagudem,Nov,Q3,2019
20_3,01-11-2019,Engineering,0.235,8,Rajanna Sircilla,Nov,Q3,2019
23_3,01-11-2019,Pharmaceuticals and Chemicals,2.43,45,Yadadri Bhuvanagiri,Nov,Q3,2019
20_3,01-11-2019,Granite and Stone Crushing,1.2425,10,Rajanna Sircilla,Nov,Q3,2019
20_3,01-11-2019,Pharmaceuticals and Chemicals,0.4875,27,Rajanna Sircilla,Nov,Q3,2019
20_3,01-11-2019,Textiles,0.8675,38,Rajanna Sircilla,Nov,Q3,2019
20_3,01-11-2019,Wood and Leather,0.575,32,Rajanna Sircilla,Nov,Q3,2019
19_3,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.47,28,Mancherial,Nov,Q3,2019
20_3,01-11-2019,Food Processing,0.3475,35,Rajanna Sircilla,Nov,Q3,2019
22_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,Bhadradri Kothagudem,Nov,Q3,2019
23_3,01-11-2019,Granite and Stone Crushing,3.0,20,Yadadri Bhuvanagiri,Nov,Q3,2019
21_5,01-11-2019,Agro based incl Cold Storages,0.051,5,Mahabubabad,Nov,Q3,2019
23_1,01-11-2019,Agro based incl Cold Storages,0.75,23,Nalgonda,Nov,Q3,2019
23_1,01-11-2019,Electrical and Electronic Products,1.2,15,Nalgonda,Nov,Q3,2019
23_1,01-11-2019,Wood and Leather,0.2,5,Nalgonda,Nov,Q3,2019
22_2,01-11-2019,Food Processing,0.23,3,Bhadradri Kothagudem,Nov,Q3,2019
14_2,01-11-2019,Others,1.415,15,Jogulamba Gadwal,Nov,Q3,2019
20_2,01-11-2019,Others,0.12,2,Jagtial,Nov,Q3,2019
20_2,01-11-2019,Granite and Stone Crushing,0.25,20,Jagtial,Nov,Q3,2019
23_3,01-11-2019,Agro based incl Cold Storages,0.18,4,Yadadri Bhuvanagiri,Nov,Q3,2019
20_2,01-11-2019,Engineering,0.56,27,Jagtial,Nov,Q3,2019
20_2,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1122,4,Jagtial,Nov,Q3,2019
20_2,01-11-2019,Beverages,0.09,4,Jagtial,Nov,Q3,2019
20_2,01-11-2019,Agro based incl Cold Storages,0.276,6,Jagtial,Nov,Q3,2019
19_2,01-11-2019,Food Processing,0.1,9,Nirmal,Nov,Q3,2019
22_2,01-11-2019,Paper and Printing,950.0,0,Bhadradri Kothagudem,Nov,Q3,2019
20_2,01-11-2019,Food Processing,0.263,6,Jagtial,Nov,Q3,2019
15_1,01-11-2019,Electrical and Electronic Products,0.2418,40,Rangareddy,Nov,Q3,2019
17_3,01-12-2019,Pharmaceuticals and Chemicals,3.1295,35,Siddipet,Dec,Q3,2019
17_3,01-12-2019,Food Processing,9.8,25,Siddipet,Dec,Q3,2019
17_3,01-12-2019,Beverages,2.0,15,Siddipet,Dec,Q3,2019
21_2,01-12-2019,Agro based incl Cold Storages,0.6898,12,Warangal,Dec,Q3,2019
21_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.53,28,Warangal,Dec,Q3,2019
21_2,01-12-2019,Engineering,0.026,4,Warangal,Dec,Q3,2019
21_2,01-12-2019,Food Processing,1.21,11,Warangal,Dec,Q3,2019
21_2,01-12-2019,Granite and Stone Crushing,4.925,51,Warangal,Dec,Q3,2019
17_1,01-12-2019,Food Processing,6.01,73,Medak,Dec,Q3,2019
18_1,01-12-2019,Engineering,0.1875,12,Nizamabad,Dec,Q3,2019
19_3,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.14,5,Mancherial,Dec,Q3,2019
19_3,01-12-2019,Food Processing,0.75,25,Mancherial,Dec,Q3,2019
19_3,01-12-2019,Granite and Stone Crushing,0.15,10,Mancherial,Dec,Q3,2019
15_3,01-12-2019,Food Processing,0.03,3,Vikarabad,Dec,Q3,2019
15_3,01-12-2019,Granite and Stone Crushing,0.583,20,Vikarabad,Dec,Q3,2019
19_3,01-12-2019,Plastic and Rubber,0.15,3,Mancherial,Dec,Q3,2019
20_2,01-12-2019,Granite and Stone Crushing,0.25,20,Jagtial,Dec,Q3,2019
20_2,01-12-2019,Food Processing,0.375,20,Jagtial,Dec,Q3,2019
20_2,01-12-2019,Engineering,0.225,14,Jagtial,Dec,Q3,2019
20_2,01-12-2019,Beverages,0.1,4,Jagtial,Dec,Q3,2019
19_4,01-12-2019,Beverages,0.15,5,Kumurambheem Asifabad,Dec,Q3,2019
19_4,01-12-2019,Engineering,0.05,3,Kumurambheem Asifabad,Dec,Q3,2019
19_4,01-12-2019,Food Processing,0.2,12,Kumurambheem Asifabad,Dec,Q3,2019
16_1,01-12-2019,Engineering,3.24,200,Hyderabad,Dec,Q3,2019
21_2,01-12-2019,Plastic and Rubber,0.18,5,Warangal,Dec,Q3,2019
20_1,01-12-2019,Agro based incl Cold Storages,0.93,48,Karimnagar,Dec,Q3,2019
20_1,01-12-2019,Beverages,0.23,12,Karimnagar,Dec,Q3,2019
20_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4475,14,Karimnagar,Dec,Q3,2019
20_1,01-12-2019,Engineering,0.643,31,Karimnagar,Dec,Q3,2019
20_1,01-12-2019,Food Processing,0.2875,10,Karimnagar,Dec,Q3,2019
20_1,01-12-2019,Granite and Stone Crushing,3.1497,52,Karimnagar,Dec,Q3,2019
17_1,01-12-2019,Pharmaceuticals and Chemicals,1.35,18,Medak,Dec,Q3,2019
17_1,01-12-2019,Others,0.575,20,Medak,Dec,Q3,2019
17_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,0,Sangareddy,Dec,Q3,2019
18_1,01-12-2019,Beverages,0.03,2,Nizamabad,Dec,Q3,2019
17_2,01-12-2019,Engineering,2.8445,50,Sangareddy,Dec,Q3,2019
17_2,01-12-2019,Granite and Stone Crushing,1.385,15,Sangareddy,Dec,Q3,2019
18_1,01-12-2019,Food Processing,0.9382,15,Nizamabad,Dec,Q3,2019
20_4,01-12-2019,Plastic and Rubber,0.22,4,Peddapalli,Dec,Q3,2019
20_4,01-12-2019,Paper and Printing,0.05,2,Peddapalli,Dec,Q3,2019
20_4,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",5254.28,450,Peddapalli,Dec,Q3,2019
20_4,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6575,34,Peddapalli,Dec,Q3,2019
20_4,01-12-2019,Beverages,0.12,4,Peddapalli,Dec,Q3,2019
18_2,01-12-2019,Agro based incl Cold Storages,0.46,17,Kamareddy,Dec,Q3,2019
18_2,01-12-2019,Food Processing,4.7768,35,Kamareddy,Dec,Q3,2019
20_3,01-12-2019,Textiles,1.425,90,Rajanna Sircilla,Dec,Q3,2019
20_3,01-12-2019,Pharmaceuticals and Chemicals,0.4885,30,Rajanna Sircilla,Dec,Q3,2019
20_3,01-12-2019,Granite and Stone Crushing,0.47,35,Rajanna Sircilla,Dec,Q3,2019
17_1,01-12-2019,Engineering,2.65,20,Medak,Dec,Q3,2019
20_3,01-12-2019,Engineering,0.25,20,Rajanna Sircilla,Dec,Q3,2019
20_3,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4725,25,Rajanna Sircilla,Dec,Q3,2019
20_3,01-12-2019,Agro based incl Cold Storages,0.954,51,Rajanna Sircilla,Dec,Q3,2019
19_1,01-12-2019,Agro based incl Cold Storages,0.02,4,Adilabad,Dec,Q3,2019
19_1,01-12-2019,Beverages,0.19,12,Adilabad,Dec,Q3,2019
19_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5,Nirmal,Dec,Q3,2019
19_2,01-12-2019,Others,0.1,50,Nirmal,Dec,Q3,2019
17_2,01-12-2019,Wood and Leather,0.4137,5,Sangareddy,Dec,Q3,2019
17_2,01-12-2019,R&D,33.8738,169,Sangareddy,Dec,Q3,2019
17_2,01-12-2019,Plastic and Rubber,28.8331,177,Sangareddy,Dec,Q3,2019
17_2,01-12-2019,Pharmaceuticals and Chemicals,78.278,115,Sangareddy,Dec,Q3,2019
17_2,01-12-2019,Food Processing,2.7939,90,Sangareddy,Dec,Q3,2019
21_2,01-12-2019,Textiles,0.95,20,Warangal,Dec,Q3,2019
17_3,01-12-2019,Agro based incl Cold Storages,0.38,14,Siddipet,Dec,Q3,2019
21_5,01-12-2019,Agro based incl Cold Storages,0.061,5,Mahabubabad,Dec,Q3,2019
15_2,01-12-2019,Plastic and Rubber,1.51,48,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,R&D,5.5568,112,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,Wood and Leather,0.33,10,Medchal_Malkajgiri,Dec,Q3,2019
14_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.7812,14,Jogulamba Gadwal,Dec,Q3,2019
23_2,01-12-2019,Granite and Stone Crushing,3.085,25,Suryapet,Dec,Q3,2019
22_1,01-12-2019,Wood and Leather,0.14,4,Khammam,Dec,Q3,2019
22_1,01-12-2019,Granite and Stone Crushing,1.9965,24,Khammam,Dec,Q3,2019
23_3,01-12-2019,Agro based incl Cold Storages,0.2441,6,Yadadri Bhuvanagiri,Dec,Q3,2019
15_2,01-12-2019,Pharmaceuticals and Chemicals,0.0255,5,Medchal_Malkajgiri,Dec,Q3,2019
23_3,01-12-2019,Engineering,1.725,50,Yadadri Bhuvanagiri,Dec,Q3,2019
23_3,01-12-2019,Granite and Stone Crushing,0.85,20,Yadadri Bhuvanagiri,Dec,Q3,2019
23_3,01-12-2019,Paper and Printing,0.255,13,Yadadri Bhuvanagiri,Dec,Q3,2019
23_3,01-12-2019,Pharmaceuticals and Chemicals,7.0405,24,Yadadri Bhuvanagiri,Dec,Q3,2019
23_1,01-12-2019,Food Processing,2.45,20,Nalgonda,Dec,Q3,2019
23_3,01-12-2019,Wood and Leather,0.15,10,Yadadri Bhuvanagiri,Dec,Q3,2019
22_1,01-12-2019,Food Processing,2.62,16,Khammam,Dec,Q3,2019
22_1,01-12-2019,Engineering,0.03,2,Khammam,Dec,Q3,2019
22_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,6,Khammam,Dec,Q3,2019
23_3,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.2,5,Yadadri Bhuvanagiri,Dec,Q3,2019
22_1,01-12-2019,Beverages,0.09,4,Khammam,Dec,Q3,2019
15_2,01-12-2019,Paper and Printing,0.25,30,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,Food Processing,0.15,50,Medchal_Malkajgiri,Dec,Q3,2019
23_1,01-12-2019,Engineering,0.3,8,Nalgonda,Dec,Q3,2019
23_1,01-12-2019,Agro based incl Cold Storages,0.04,5,Nalgonda,Dec,Q3,2019
21_5,01-12-2019,Food Processing,2.473,44,Mahabubabad,Dec,Q3,2019
22_2,01-12-2019,Beverages,0.07,4,Bhadradri Kothagudem,Dec,Q3,2019
22_2,01-12-2019,Agro based incl Cold Storages,0.81,15,Bhadradri Kothagudem,Dec,Q3,2019
14_5,01-12-2019,Food Processing,0.9693,8,Narayanpet,Dec,Q3,2019
15_1,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.76,94,Rangareddy,Dec,Q3,2019
15_1,01-12-2019,Electrical and Electronic Products,5.25,150,Rangareddy,Dec,Q3,2019
15_2,01-12-2019,Others,4.0,65,Medchal_Malkajgiri,Dec,Q3,2019
15_1,01-12-2019,Engineering,3.3225,12,Rangareddy,Dec,Q3,2019
15_1,01-12-2019,Granite and Stone Crushing,0.18,9,Rangareddy,Dec,Q3,2019
14_3,01-12-2019,Granite and Stone Crushing,0.5236,53,Nagarkurnool,Dec,Q3,2019
15_1,01-12-2019,Others,196.56,456,Rangareddy,Dec,Q3,2019
15_1,01-12-2019,Pharmaceuticals and Chemicals,0.75,10,Rangareddy,Dec,Q3,2019
15_2,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.49,46,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,Electrical and Electronic Products,3.05,38,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,Engineering,33.5349,439,Medchal_Malkajgiri,Dec,Q3,2019
15_2,01-12-2019,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.0,60,Medchal_Malkajgiri,Dec,Q3,2019
15_1,01-12-2019,Food Processing,0.39,28,Rangareddy,Dec,Q3,2019
22_1,01-12-2019,Agro based incl Cold Storages,4.089,68,Khammam,Dec,Q3,2019
23_3,01-12-2019,Plastic and Rubber,3.2,15,Yadadri Bhuvanagiri,Dec,Q3,2019
23_1,01-12-2019,Textiles,0.5,9,Nalgonda,Dec,Q3,2019
21_5,01-12-2019,Granite and Stone Crushing,1.5272,50,Mahabubabad,Dec,Q3,2019
14_1,01-12-2019,Agro based incl Cold Storages,0.0,2,Mahabubnagar,Dec,Q3,2019
21_3,01-12-2019,Beverages,0.0225,2,Jangoan,Dec,Q3,2019
21_3,01-12-2019,Agro based incl Cold Storages,0.145,2,Jangoan,Dec,Q3,2019
21_6,01-12-2019,Food Processing,0.3,9,Mulugu,Dec,Q3,2019
14_1,01-12-2019,Engineering,13.685,121,Mahabubnagar,Dec,Q3,2019
20_2,01-01-2020,Food Processing,0.405,20,Jagtial,Jan,Q4,2019
20_2,01-01-2020,Engineering,0.472,12,Jagtial,Jan,Q4,2019
20_2,01-01-2020,Electrical and Electronic Products,0.05,2,Jagtial,Jan,Q4,2019
22_1,01-01-2020,Granite and Stone Crushing,2.7242,26,Khammam,Jan,Q4,2019
20_2,01-01-2020,Granite and Stone Crushing,0.046,2,Jagtial,Jan,Q4,2019
22_1,01-01-2020,Food Processing,0.1715,29,Khammam,Jan,Q4,2019
20_2,01-01-2020,Beverages,0.17,4,Jagtial,Jan,Q4,2019
20_2,01-01-2020,Agro based incl Cold Storages,0.22,4,Jagtial,Jan,Q4,2019
20_3,01-01-2020,Beverages,0.2,15,Rajanna Sircilla,Jan,Q4,2019
20_3,01-01-2020,Engineering,2.26,30,Rajanna Sircilla,Jan,Q4,2019
20_3,01-01-2020,Paper and Printing,0.2475,20,Rajanna Sircilla,Jan,Q4,2019
20_2,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.086,4,Jagtial,Jan,Q4,2019
20_2,01-01-2020,Paper and Printing,0.25,8,Jagtial,Jan,Q4,2019
22_1,01-01-2020,Wood and Leather,0.04,4,Khammam,Jan,Q4,2019
20_3,01-01-2020,Textiles,0.5675,35,Rajanna Sircilla,Jan,Q4,2019
21_5,01-01-2020,Agro based incl Cold Storages,0.055,5,Mahabubabad,Jan,Q4,2019
19_2,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,15,Nirmal,Jan,Q4,2019
19_2,01-01-2020,Food Processing,0.1,18,Nirmal,Jan,Q4,2019
22_2,01-01-2020,Plastic and Rubber,0.39,18,Bhadradri Kothagudem,Jan,Q4,2019
21_5,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.071,5,Mahabubabad,Jan,Q4,2019
22_2,01-01-2020,Agro based incl Cold Storages,0.22,6,Bhadradri Kothagudem,Jan,Q4,2019
21_5,01-01-2020,Food Processing,0.2721,11,Mahabubabad,Jan,Q4,2019
21_5,01-01-2020,Granite and Stone Crushing,0.131,10,Mahabubabad,Jan,Q4,2019
19_3,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.9,39,Mancherial,Jan,Q4,2019
19_3,01-01-2020,Others,0.07,10,Mancherial,Jan,Q4,2019
19_3,01-01-2020,Paper and Printing,0.25,6,Mancherial,Jan,Q4,2019
20_2,01-01-2020,Wood and Leather,0.2,4,Jagtial,Jan,Q4,2019
19_4,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14,Kumurambheem Asifabad,Jan,Q4,2019
19_4,01-01-2020,Engineering,0.13,4,Kumurambheem Asifabad,Jan,Q4,2019
19_4,01-01-2020,Food Processing,0.05,3,Kumurambheem Asifabad,Jan,Q4,2019
22_1,01-01-2020,Plastic and Rubber,0.24,8,Khammam,Jan,Q4,2019
15_3,01-01-2020,Agro based incl Cold Storages,1.575,5,Vikarabad,Jan,Q4,2019
15_1,01-01-2020,Electrical and Electronic Products,1.0,100,Rangareddy,Jan,Q4,2019
15_1,01-01-2020,Engineering,5.1876,73,Rangareddy,Jan,Q4,2019
21_3,01-01-2020,Agro based incl Cold Storages,0.78,14,Jangoan,Jan,Q4,2019
15_1,01-01-2020,Pharmaceuticals and Chemicals,125.0,300,Rangareddy,Jan,Q4,2019
20_1,01-01-2020,Beverages,0.3475,30,Karimnagar,Jan,Q4,2019
20_1,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.722,46,Karimnagar,Jan,Q4,2019
20_1,01-01-2020,Engineering,0.4395,20,Karimnagar,Jan,Q4,2019
20_1,01-01-2020,Food Processing,0.9562,27,Karimnagar,Jan,Q4,2019
20_1,01-01-2020,Granite and Stone Crushing,3.39,45,Karimnagar,Jan,Q4,2019
20_1,01-01-2020,Textiles,0.4825,35,Karimnagar,Jan,Q4,2019
15_1,01-01-2020,Paper and Printing,0.85,10,Rangareddy,Jan,Q4,2019
15_1,01-01-2020,Others,0.75,12,Rangareddy,Jan,Q4,2019
15_1,01-01-2020,Granite and Stone Crushing,0.49,35,Rangareddy,Jan,Q4,2019
15_1,01-01-2020,Food Processing,3.3546,338,Rangareddy,Jan,Q4,2019
16_1,01-01-2020,Engineering,0.1,10,Hyderabad,Jan,Q4,2019
15_1,01-01-2020,Agro based incl Cold Storages,3.713,15,Rangareddy,Jan,Q4,2019
15_1,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.95,5,Rangareddy,Jan,Q4,2019
21_3,01-01-2020,Beverages,0.2486,8,Jangoan,Jan,Q4,2019
15_3,01-01-2020,Engineering,0.1,6,Vikarabad,Jan,Q4,2019
